Channel              :,CH1,CH2
Frequency            :,  ?,  ?
Period               :,  ?,  ?
PK-PK                :,1.560V,246.0mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.125000mV
Time interval        :,200.00000uS,200.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,320.000000,86.000000
2,320.000000,86.000000
3,340.000000,84.000000
4,340.000000,86.000000
5,320.000000,86.000000
6,300.000000,86.000000
7,340.000000,86.000000
8,320.000000,86.000000
9,340.000000,88.000000
10,340.000000,88.000000
11,340.000000,86.000000
12,360.000000,88.000000
13,360.000000,86.000000
14,360.000000,88.000000
15,360.000000,88.000000
16,400.000000,80.000000
17,380.000000,88.000000
18,400.000000,94.000000
19,420.000000,90.000000
20,420.000000,88.000000
21,420.000000,86.000000
22,400.000000,88.000000
23,400.000000,88.000000
24,440.000000,90.000000
25,440.000000,88.000000
26,460.000000,90.000000
27,440.000000,90.000000
28,480.000000,90.000000
29,480.000000,92.000000
30,460.000000,92.000000
31,480.000000,92.000000
32,480.000000,94.000000
33,460.000000,92.000000
34,460.000000,90.000000
35,480.000000,92.000000
36,460.000000,92.000000
37,460.000000,68.000000
38,460.000000,92.000000
39,460.000000,96.000000
40,460.000000,92.000000
41,460.000000,90.000000
42,480.000000,94.000000
43,460.000000,94.000000
44,460.000000,92.000000
45,460.000000,94.000000
46,460.000000,94.000000
47,440.000000,94.000000
48,460.000000,94.000000
49,460.000000,92.000000
50,460.000000,94.000000
51,480.000000,92.000000
52,460.000000,94.000000
53,460.000000,94.000000
54,460.000000,94.000000
55,460.000000,94.000000
56,460.000000,92.000000
57,460.000000,94.000000
58,460.000000,98.000000
59,460.000000,94.000000
60,480.000000,90.000000
61,460.000000,94.000000
62,480.000000,94.000000
63,500.000000,96.000000
64,480.000000,92.000000
65,480.000000,96.000000
66,500.000000,94.000000
67,480.000000,94.000000
68,500.000000,94.000000
69,480.000000,94.000000
70,500.000000,96.000000
71,500.000000,94.000000
72,520.000000,96.000000
73,540.000000,94.000000
74,540.000000,96.000000
75,540.000000,96.000000
76,540.000000,94.000000
77,560.000000,96.000000
78,560.000000,94.000000
79,560.000000,96.000000
80,560.000000,96.000000
81,580.000000,92.000000
82,560.000000,94.000000
83,560.000000,100.000000
84,560.000000,94.000000
85,560.000000,96.000000
86,560.000000,96.000000
87,560.000000,96.000000
88,540.000000,94.000000
89,560.000000,94.000000
90,560.000000,94.000000
91,560.000000,94.000000
92,560.000000,96.000000
93,560.000000,96.000000
94,540.000000,94.000000
95,560.000000,94.000000
96,580.000000,96.000000
97,580.000000,94.000000
98,560.000000,100.000000
99,560.000000,96.000000
100,540.000000,98.000000
101,560.000000,94.000000
102,560.000000,92.000000
103,560.000000,96.000000
104,540.000000,90.000000
105,540.000000,96.000000
106,540.000000,96.000000
107,540.000000,94.000000
108,560.000000,94.000000
109,540.000000,94.000000
110,540.000000,94.000000
111,540.000000,94.000000
112,560.000000,94.000000
113,560.000000,94.000000
114,560.000000,96.000000
115,560.000000,94.000000
116,580.000000,94.000000
117,580.000000,94.000000
118,560.000000,92.000000
119,580.000000,86.000000
120,600.000000,94.000000
121,620.000000,92.000000
122,620.000000,92.000000
123,620.000000,96.000000
124,640.000000,92.000000
125,600.000000,90.000000
126,640.000000,92.000000
127,620.000000,92.000000
128,640.000000,92.000000
129,620.000000,92.000000
130,620.000000,90.000000
131,620.000000,90.000000
132,620.000000,90.000000
133,640.000000,90.000000
134,640.000000,90.000000
135,620.000000,90.000000
136,640.000000,92.000000
137,600.000000,88.000000
138,620.000000,90.000000
139,600.000000,90.000000
140,620.000000,96.000000
141,600.000000,90.000000
142,600.000000,82.000000
143,580.000000,88.000000
144,580.000000,84.000000
145,600.000000,90.000000
146,580.000000,88.000000
147,600.000000,88.000000
148,580.000000,88.000000
149,600.000000,88.000000
150,600.000000,86.000000
151,580.000000,88.000000
152,580.000000,86.000000
153,600.000000,86.000000
154,580.000000,88.000000
155,580.000000,86.000000
156,580.000000,88.000000
157,580.000000,86.000000
158,580.000000,86.000000
159,580.000000,86.000000
160,560.000000,88.000000
161,580.000000,82.000000
162,560.000000,86.000000
163,580.000000,80.000000
164,580.000000,84.000000
165,580.000000,90.000000
166,560.000000,84.000000
167,560.000000,84.000000
168,580.000000,84.000000
169,580.000000,84.000000
170,580.000000,82.000000
171,580.000000,82.000000
172,600.000000,82.000000
173,600.000000,82.000000
174,600.000000,82.000000
175,600.000000,84.000000
176,600.000000,82.000000
177,620.000000,82.000000
178,620.000000,80.000000
179,620.000000,80.000000
180,620.000000,74.000000
181,600.000000,82.000000
182,620.000000,84.000000
183,600.000000,78.000000
184,620.000000,80.000000
185,600.000000,78.000000
186,600.000000,78.000000
187,580.000000,78.000000
188,600.000000,80.000000
189,600.000000,78.000000
190,620.000000,78.000000
191,580.000000,78.000000
192,600.000000,78.000000
193,580.000000,76.000000
194,580.000000,76.000000
195,580.000000,78.000000
196,600.000000,76.000000
197,580.000000,74.000000
198,560.000000,76.000000
199,580.000000,78.000000
200,560.000000,74.000000
201,540.000000,72.000000
202,560.000000,74.000000
203,560.000000,74.000000
204,560.000000,74.000000
205,540.000000,76.000000
206,520.000000,72.000000
207,560.000000,70.000000
208,560.000000,74.000000
209,540.000000,72.000000
210,540.000000,70.000000
211,520.000000,72.000000
212,520.000000,68.000000
213,520.000000,70.000000
214,540.000000,70.000000
215,540.000000,68.000000
216,560.000000,68.000000
217,560.000000,68.000000
218,580.000000,68.000000
219,580.000000,68.000000
220,580.000000,68.000000
221,560.000000,68.000000
222,580.000000,80.000000
223,560.000000,68.000000
224,600.000000,62.000000
225,580.000000,66.000000
226,580.000000,68.000000
227,560.000000,64.000000
228,580.000000,64.000000
229,580.000000,66.000000
230,560.000000,64.000000
231,560.000000,64.000000
232,580.000000,64.000000
233,560.000000,62.000000
234,580.000000,62.000000
235,560.000000,62.000000
236,540.000000,62.000000
237,560.000000,60.000000
238,540.000000,60.000000
239,520.000000,60.000000
240,540.000000,60.000000
241,540.000000,60.000000
242,520.000000,60.000000
243,520.000000,62.000000
244,520.000000,58.000000
245,520.000000,58.000000
246,500.000000,56.000000
247,500.000000,58.000000
248,500.000000,58.000000
249,500.000000,56.000000
250,500.000000,56.000000
251,500.000000,56.000000
252,460.000000,54.000000
253,480.000000,52.000000
254,460.000000,54.000000
255,460.000000,52.000000
256,460.000000,54.000000
257,460.000000,52.000000
258,460.000000,52.000000
259,460.000000,52.000000
260,440.000000,52.000000
261,460.000000,50.000000
262,460.000000,54.000000
263,460.000000,52.000000
264,440.000000,52.000000
265,420.000000,48.000000
266,440.000000,48.000000
267,460.000000,48.000000
268,460.000000,46.000000
269,440.000000,48.000000
270,460.000000,48.000000
271,440.000000,46.000000
272,480.000000,44.000000
273,480.000000,44.000000
274,460.000000,42.000000
275,440.000000,44.000000
276,480.000000,44.000000
277,460.000000,42.000000
278,480.000000,44.000000
279,440.000000,42.000000
280,460.000000,42.000000
281,460.000000,40.000000
282,440.000000,40.000000
283,440.000000,62.000000
284,420.000000,40.000000
285,420.000000,42.000000
286,460.000000,38.000000
287,420.000000,42.000000
288,420.000000,38.000000
289,400.000000,36.000000
290,380.000000,38.000000
291,380.000000,38.000000
292,400.000000,36.000000
293,400.000000,36.000000
294,380.000000,34.000000
295,380.000000,36.000000
296,380.000000,34.000000
297,380.000000,32.000000
298,380.000000,34.000000
299,380.000000,32.000000
300,360.000000,32.000000
301,380.000000,30.000000
302,340.000000,32.000000
303,340.000000,28.000000
304,340.000000,48.000000
305,320.000000,30.000000
306,340.000000,24.000000
307,320.000000,28.000000
308,320.000000,30.000000
309,300.000000,26.000000
310,300.000000,26.000000
311,320.000000,26.000000
312,300.000000,26.000000
313,300.000000,24.000000
314,300.000000,24.000000
315,280.000000,24.000000
316,300.000000,22.000000
317,300.000000,22.000000
318,320.000000,24.000000
319,300.000000,22.000000
320,320.000000,22.000000
321,300.000000,20.000000
322,300.000000,18.000000
323,300.000000,20.000000
324,320.000000,18.000000
325,300.000000,20.000000
326,300.000000,20.000000
327,340.000000,24.000000
328,320.000000,16.000000
329,340.000000,18.000000
330,320.000000,16.000000
331,300.000000,14.000000
332,300.000000,14.000000
333,280.000000,14.000000
334,260.000000,12.000000
335,280.000000,10.000000
336,260.000000,12.000000
337,280.000000,10.000000
338,260.000000,12.000000
339,260.000000,10.000000
340,260.000000,10.000000
341,240.000000,10.000000
342,220.000000,8.000000
343,220.000000,6.000000
344,220.000000,8.000000
345,220.000000,8.000000
346,200.000000,8.000000
347,200.000000,4.000000
348,200.000000,4.000000
349,200.000000,4.000000
350,200.000000,0.000000
351,200.000000,2.000000
352,180.000000,4.000000
353,180.000000,2.000000
354,160.000000,2.000000
355,160.000000,2.000000
356,140.000000,0.000000
357,140.000000,0.000000
358,140.000000,0.000000
359,140.000000,0.000000
360,100.000000,-2.000000
361,120.000000,-4.000000
362,120.000000,-2.000000
363,100.000000,-4.000000
364,120.000000,-4.000000
365,100.000000,-26.000000
366,100.000000,-4.000000
367,120.000000,-6.000000
368,100.000000,-6.000000
369,100.000000,-6.000000
370,120.000000,-8.000000
371,100.000000,-8.000000
372,100.000000,-10.000000
373,100.000000,-10.000000
374,80.000000,-10.000000
375,100.000000,-10.000000
376,100.000000,-12.000000
