Channel              :,CH1,CH2
Frequency            :,751.3Hz,300.0Hz
Period               :,1.331ms,3.333ms
PK-PK                :,96.80mV,296.0mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,0.050000mV,0.250000mV
Time interval        :,4.00000uS,4.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,-32.799999,-76.000000
2,-32.799999,-76.000000
3,-32.799999,-76.000000
4,-44.799999,-76.000000
5,-46.400002,-76.000000
6,-38.400002,-76.000000
7,-40.799999,-72.000000
8,-45.599998,-76.000000
9,-40.000000,-72.000000
10,-25.600000,-72.000000
11,-29.600000,-72.000000
12,-34.400002,-72.000000
13,-34.400002,-68.000000
14,-28.000000,-68.000000
15,-36.799999,-68.000000
16,-39.200001,-68.000000
17,-39.200001,-68.000000
18,-35.200001,-64.000000
19,-45.599998,-64.000000
20,-36.799999,-60.000000
21,-38.400002,-60.000000
22,-37.599998,-60.000000
23,-38.400002,-60.000000
24,-31.200001,-60.000000
25,-35.200001,-60.000000
26,-33.599998,-60.000000
27,-34.400002,-56.000000
28,-29.600000,-56.000000
29,-32.000000,-56.000000
30,-36.799999,-56.000000
31,-37.599998,-36.000000
32,-34.400002,-52.000000
33,-30.400000,-52.000000
34,-39.200001,-52.000000
35,-30.400000,-48.000000
36,-28.799999,-48.000000
37,-36.000000,-48.000000
38,-37.599998,-44.000000
39,-35.200001,-48.000000
40,-32.799999,-44.000000
41,-42.400002,-44.000000
42,-39.200001,-44.000000
43,-25.600000,-40.000000
44,-34.400002,-40.000000
45,-40.000000,-40.000000
46,-32.000000,-36.000000
47,-24.000000,-36.000000
48,-30.400000,-40.000000
49,-39.200001,-24.000000
50,-36.799999,-36.000000
51,-37.599998,-36.000000
52,-40.799999,-36.000000
53,-30.400000,-36.000000
54,-25.600000,-32.000000
55,-36.799999,-32.000000
56,-36.799999,-28.000000
57,-36.000000,-28.000000
58,-34.400002,-28.000000
59,-42.400002,-28.000000
60,-44.000000,-28.000000
61,-46.400002,-32.000000
62,-42.400002,-24.000000
63,-46.400002,-24.000000
64,-40.000000,-24.000000
65,-32.000000,-20.000000
66,-27.200001,-20.000000
67,-33.599998,-20.000000
68,-28.799999,-24.000000
69,-28.799999,-20.000000
70,-29.600000,-16.000000
71,-28.799999,-16.000000
72,-28.799999,-16.000000
73,-43.200001,-16.000000
74,-45.599998,-16.000000
75,-37.599998,-12.000000
76,-30.400000,-12.000000
77,-40.000000,-12.000000
78,-42.400002,-4.000000
79,-36.799999,-8.000000
80,-26.400000,-8.000000
81,-26.400000,-8.000000
82,-21.600000,-8.000000
83,-21.600000,-4.000000
84,-30.400000,0.000000
85,-31.200001,-4.000000
86,-32.799999,-4.000000
87,-27.200001,0.000000
88,-39.200001,0.000000
89,-40.000000,0.000000
90,-33.599998,-4.000000
91,-31.200001,0.000000
92,-35.200001,4.000000
93,-39.200001,4.000000
94,-35.200001,4.000000
95,-34.400002,4.000000
96,-27.200001,4.000000
97,-32.000000,8.000000
98,-37.599998,8.000000
99,-32.000000,8.000000
100,-24.799999,8.000000
101,-23.200001,12.000000
102,-28.799999,12.000000
103,-32.000000,12.000000
104,-43.200001,12.000000
105,-41.599998,12.000000
106,-39.200001,12.000000
107,-44.799999,16.000000
108,-41.599998,16.000000
109,-29.600000,16.000000
110,-37.599998,20.000000
111,-35.200001,16.000000
112,-29.600000,20.000000
113,-28.000000,24.000000
114,-28.799999,28.000000
115,-24.000000,24.000000
116,-20.000000,24.000000
117,-38.400002,28.000000
118,-42.400002,28.000000
119,-36.000000,0.000000
120,-31.200001,28.000000
121,-39.200001,28.000000
122,-40.000000,32.000000
123,-36.799999,32.000000
124,-35.200001,32.000000
125,-38.400002,32.000000
126,-34.400002,32.000000
127,-28.000000,36.000000
128,-25.600000,36.000000
129,-27.200001,36.000000
130,-25.600000,36.000000
131,-28.799999,40.000000
132,-34.400002,40.000000
133,-44.799999,40.000000
134,-33.599998,40.000000
135,-24.799999,40.000000
136,-32.799999,44.000000
137,-39.200001,40.000000
138,-30.400000,44.000000
139,-21.600000,44.000000
140,-28.799999,44.000000
141,-30.400000,48.000000
142,-21.600000,48.000000
143,-23.200001,52.000000
144,-29.600000,48.000000
145,-26.400000,52.000000
146,-26.400000,52.000000
147,-28.799999,56.000000
148,-29.600000,56.000000
149,-21.600000,56.000000
150,-18.400000,56.000000
151,-25.600000,56.000000
152,-38.400002,60.000000
153,-33.599998,56.000000
154,-23.200001,60.000000
155,-26.400000,56.000000
156,-37.599998,60.000000
157,-27.200001,60.000000
158,-19.200001,60.000000
159,-28.000000,64.000000
160,-32.000000,84.000000
161,-24.799999,68.000000
162,-24.799999,64.000000
163,-28.799999,68.000000
164,-20.799999,68.000000
165,-15.200000,68.000000
166,-29.600000,68.000000
167,-33.599998,68.000000
168,-24.000000,72.000000
169,-21.600000,72.000000
170,-33.599998,72.000000
171,-34.400002,72.000000
172,-29.600000,76.000000
173,-26.400000,76.000000
174,-30.400000,76.000000
175,-30.400000,76.000000
176,-22.400000,76.000000
177,-20.799999,80.000000
178,-20.000000,84.000000
179,-21.600000,80.000000
180,-22.400000,80.000000
181,-36.000000,80.000000
182,-35.200001,80.000000
183,-29.600000,80.000000
184,-19.200001,80.000000
185,-32.799999,84.000000
186,-31.200001,84.000000
187,-24.799999,84.000000
188,-15.200000,84.000000
189,-32.799999,88.000000
190,-32.799999,84.000000
191,-24.799999,88.000000
192,-24.799999,88.000000
193,-28.799999,88.000000
194,-24.799999,88.000000
195,-28.799999,88.000000
196,-29.600000,92.000000
197,-28.799999,92.000000
198,-20.799999,92.000000
199,-16.000000,92.000000
200,-26.400000,92.000000
201,-35.200001,92.000000
202,-24.799999,92.000000
203,-22.400000,92.000000
204,-32.799999,96.000000
205,-35.200001,100.000000
206,-19.200001,96.000000
207,-14.400000,104.000000
208,-26.400000,96.000000
209,-29.600000,100.000000
210,-20.000000,100.000000
211,-25.600000,100.000000
212,-23.200001,100.000000
213,-21.600000,100.000000
214,-15.200000,100.000000
215,-25.600000,104.000000
216,-31.200001,100.000000
217,-21.600000,100.000000
218,-16.799999,100.000000
219,-27.200001,100.000000
220,-31.200001,104.000000
221,-22.400000,104.000000
222,-13.600000,104.000000
223,-24.799999,104.000000
224,-37.599998,104.000000
225,-21.600000,104.000000
226,-14.400000,104.000000
227,-20.000000,104.000000
228,-24.799999,108.000000
229,-18.400000,108.000000
230,-22.400000,108.000000
231,-29.600000,112.000000
232,-23.200001,108.000000
233,-18.400000,108.000000
234,-24.000000,112.000000
235,-24.799999,112.000000
236,-19.200001,112.000000
237,-16.000000,108.000000
238,-22.400000,112.000000
239,-29.600000,112.000000
240,-25.600000,112.000000
241,-5.600000,112.000000
242,-16.799999,116.000000
243,-28.000000,116.000000
244,-16.799999,116.000000
245,-11.200000,116.000000
246,-20.799999,116.000000
247,-24.000000,116.000000
248,-16.799999,92.000000
249,-16.799999,116.000000
250,-24.000000,116.000000
251,-21.600000,116.000000
252,-14.400000,116.000000
253,-26.400000,116.000000
254,-26.400000,112.000000
255,-20.799999,120.000000
256,-10.400000,120.000000
257,-13.600000,120.000000
258,-24.000000,120.000000
259,-24.799999,120.000000
260,-10.400000,124.000000
261,-15.200000,120.000000
262,-20.000000,120.000000
263,-19.200001,120.000000
264,-12.000000,120.000000
265,-19.200001,120.000000
266,-28.000000,116.000000
267,-24.799999,120.000000
268,-19.200001,120.000000
269,-21.600000,120.000000
270,-18.400000,120.000000
271,-8.000000,124.000000
272,-16.000000,124.000000
273,-21.600000,124.000000
274,-22.400000,120.000000
275,-8.800000,124.000000
276,-8.800000,124.000000
277,-16.799999,120.000000
278,-20.799999,128.000000
279,-10.400000,124.000000
280,-11.200000,124.000000
281,-17.600000,124.000000
282,-20.799999,124.000000
283,-10.400000,124.000000
284,-12.800000,120.000000
285,-20.000000,124.000000
286,-20.799999,124.000000
287,-20.000000,124.000000
288,-24.000000,124.000000
289,-15.200000,140.000000
290,-9.600000,124.000000
291,-8.000000,128.000000
292,-18.400000,124.000000
293,-18.400000,124.000000
294,-16.000000,124.000000
295,-11.200000,128.000000
296,-20.000000,124.000000
297,-22.400000,124.000000
298,-10.400000,124.000000
299,-9.600000,124.000000
300,-15.200000,124.000000
301,-21.600000,124.000000
302,-13.600000,128.000000
303,-13.600000,128.000000
304,-15.200000,124.000000
305,-16.000000,124.000000
306,-16.000000,124.000000
307,-20.000000,120.000000
308,-17.600000,124.000000
309,-14.400000,124.000000
310,-10.400000,128.000000
311,-14.400000,124.000000
312,-17.600000,124.000000
313,-8.000000,124.000000
314,-8.800000,124.000000
315,-20.799999,124.000000
316,-28.799999,124.000000
317,-20.799999,124.000000
318,-13.600000,120.000000
319,-24.000000,124.000000
320,-22.400000,120.000000
321,-18.400000,120.000000
322,-20.000000,124.000000
323,-12.800000,120.000000
324,-12.000000,124.000000
325,-12.000000,120.000000
326,-12.800000,124.000000
327,-14.400000,120.000000
328,-13.600000,124.000000
329,-16.799999,120.000000
330,-20.799999,124.000000
331,-27.200001,124.000000
332,-19.200001,120.000000
333,-10.400000,120.000000
334,-17.600000,120.000000
335,-27.200001,120.000000
336,-20.799999,128.000000
337,-15.200000,120.000000
338,-17.600000,120.000000
339,-14.400000,120.000000
340,-12.000000,120.000000
341,-14.400000,116.000000
342,-11.200000,116.000000
343,-14.400000,116.000000
344,-13.600000,116.000000
345,-16.000000,116.000000
346,-20.000000,116.000000
347,-13.600000,116.000000
348,-13.600000,116.000000
349,-12.800000,116.000000
350,-18.400000,116.000000
351,-20.799999,116.000000
352,-10.400000,116.000000
