Channel              :,CH1,CH2
Frequency            :,50.00Hz,50.00Hz
Period               :,20.00ms,20.00ms
PK-PK                :,2.280V,708.0mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.250000mV
Time interval        :,20.00000uS,20.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,660.000000,112.000000
2,660.000000,112.000000
3,640.000000,108.000000
4,660.000000,112.000000
5,620.000000,104.000000
6,640.000000,104.000000
7,640.000000,104.000000
8,620.000000,100.000000
9,620.000000,96.000000
10,640.000000,96.000000
11,620.000000,96.000000
12,600.000000,96.000000
13,600.000000,92.000000
14,600.000000,88.000000
15,600.000000,88.000000
16,580.000000,88.000000
17,600.000000,84.000000
18,600.000000,92.000000
19,580.000000,84.000000
20,560.000000,80.000000
21,560.000000,80.000000
22,540.000000,76.000000
23,560.000000,72.000000
24,540.000000,76.000000
25,540.000000,72.000000
26,540.000000,72.000000
27,520.000000,68.000000
28,540.000000,68.000000
29,500.000000,64.000000
30,500.000000,64.000000
31,500.000000,56.000000
32,500.000000,60.000000
33,500.000000,56.000000
34,500.000000,60.000000
35,480.000000,52.000000
36,460.000000,52.000000
37,480.000000,52.000000
38,500.000000,44.000000
39,480.000000,44.000000
40,460.000000,44.000000
41,460.000000,40.000000
42,440.000000,40.000000
43,440.000000,40.000000
44,440.000000,32.000000
45,440.000000,56.000000
46,400.000000,32.000000
47,440.000000,32.000000
48,420.000000,32.000000
49,420.000000,32.000000
50,420.000000,24.000000
51,380.000000,28.000000
52,380.000000,24.000000
53,400.000000,20.000000
54,380.000000,20.000000
55,380.000000,16.000000
56,360.000000,16.000000
57,360.000000,16.000000
58,360.000000,8.000000
59,360.000000,12.000000
60,340.000000,8.000000
61,320.000000,4.000000
62,320.000000,8.000000
63,340.000000,4.000000
64,320.000000,4.000000
65,320.000000,0.000000
66,320.000000,0.000000
67,320.000000,-4.000000
68,300.000000,-4.000000
69,300.000000,-8.000000
70,280.000000,-12.000000
71,280.000000,-8.000000
72,280.000000,0.000000
73,260.000000,-12.000000
74,240.000000,-16.000000
75,260.000000,-20.000000
76,240.000000,-20.000000
77,260.000000,-20.000000
78,240.000000,-20.000000
79,220.000000,-24.000000
80,220.000000,-24.000000
81,200.000000,-28.000000
82,200.000000,-28.000000
