Channel              :,CH1,CH2
Frequency            :,  ?,  ?
Period               :,  ?,  ?
PK-PK                :,1.340V,186.0mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.125000mV
Time interval        :,400.00000uS,400.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,320.000000,66.000000
2,320.000000,66.000000
3,340.000000,68.000000
4,320.000000,66.000000
5,360.000000,68.000000
6,340.000000,68.000000
7,340.000000,68.000000
8,340.000000,66.000000
9,340.000000,66.000000
10,360.000000,68.000000
11,340.000000,66.000000
12,340.000000,68.000000
13,320.000000,70.000000
14,300.000000,68.000000
15,340.000000,68.000000
16,340.000000,64.000000
17,300.000000,68.000000
18,300.000000,68.000000
19,300.000000,64.000000
20,300.000000,66.000000
21,300.000000,66.000000
22,280.000000,66.000000
23,300.000000,66.000000
24,340.000000,68.000000
25,320.000000,68.000000
26,320.000000,68.000000
27,340.000000,66.000000
28,340.000000,68.000000
29,340.000000,66.000000
30,380.000000,66.000000
31,360.000000,66.000000
32,400.000000,64.000000
33,380.000000,66.000000
34,380.000000,66.000000
35,380.000000,68.000000
36,400.000000,68.000000
37,380.000000,60.000000
38,380.000000,66.000000
39,380.000000,68.000000
40,380.000000,64.000000
41,380.000000,68.000000
42,360.000000,68.000000
43,380.000000,66.000000
44,340.000000,64.000000
45,380.000000,66.000000
46,360.000000,66.000000
47,360.000000,64.000000
48,360.000000,64.000000
49,360.000000,66.000000
50,380.000000,66.000000
51,400.000000,66.000000
52,400.000000,64.000000
53,440.000000,64.000000
54,440.000000,64.000000
55,460.000000,66.000000
56,460.000000,94.000000
57,460.000000,66.000000
58,460.000000,64.000000
59,440.000000,62.000000
60,440.000000,66.000000
61,420.000000,66.000000
62,440.000000,64.000000
63,420.000000,66.000000
64,400.000000,64.000000
65,420.000000,64.000000
66,420.000000,64.000000
67,380.000000,64.000000
68,400.000000,64.000000
69,400.000000,64.000000
70,380.000000,62.000000
71,380.000000,62.000000
72,420.000000,64.000000
73,400.000000,62.000000
74,400.000000,62.000000
75,420.000000,62.000000
76,420.000000,62.000000
77,420.000000,64.000000
78,420.000000,66.000000
79,440.000000,70.000000
80,440.000000,58.000000
81,440.000000,62.000000
82,460.000000,66.000000
83,460.000000,62.000000
84,460.000000,62.000000
85,460.000000,62.000000
86,440.000000,64.000000
87,460.000000,62.000000
88,420.000000,62.000000
89,440.000000,62.000000
90,460.000000,62.000000
91,420.000000,62.000000
92,440.000000,62.000000
93,440.000000,60.000000
94,420.000000,62.000000
95,420.000000,62.000000
96,420.000000,62.000000
97,440.000000,60.000000
98,440.000000,60.000000
99,440.000000,84.000000
100,480.000000,60.000000
101,520.000000,60.000000
102,500.000000,58.000000
103,500.000000,60.000000
104,520.000000,60.000000
105,520.000000,60.000000
106,520.000000,60.000000
107,480.000000,60.000000
108,500.000000,60.000000
109,480.000000,58.000000
110,480.000000,60.000000
111,480.000000,58.000000
112,460.000000,58.000000
113,460.000000,58.000000
114,460.000000,58.000000
115,460.000000,58.000000
116,440.000000,56.000000
117,440.000000,58.000000
118,460.000000,56.000000
119,440.000000,58.000000
120,420.000000,58.000000
121,440.000000,60.000000
122,460.000000,68.000000
123,440.000000,50.000000
124,460.000000,54.000000
125,460.000000,56.000000
126,480.000000,56.000000
127,480.000000,56.000000
128,480.000000,56.000000
129,480.000000,56.000000
130,500.000000,56.000000
131,520.000000,56.000000
132,500.000000,56.000000
133,500.000000,54.000000
134,500.000000,54.000000
135,520.000000,54.000000
136,520.000000,54.000000
137,480.000000,54.000000
138,500.000000,54.000000
139,480.000000,54.000000
140,500.000000,54.000000
141,480.000000,52.000000
142,480.000000,44.000000
143,500.000000,52.000000
144,460.000000,54.000000
145,480.000000,52.000000
146,460.000000,52.000000
147,460.000000,54.000000
148,460.000000,52.000000
149,460.000000,50.000000
150,480.000000,52.000000
151,520.000000,52.000000
152,500.000000,50.000000
153,520.000000,52.000000
154,520.000000,52.000000
155,520.000000,52.000000
156,540.000000,52.000000
157,520.000000,52.000000
158,520.000000,50.000000
159,500.000000,52.000000
160,500.000000,52.000000
161,500.000000,50.000000
162,500.000000,50.000000
163,500.000000,52.000000
164,500.000000,50.000000
165,480.000000,54.000000
166,500.000000,52.000000
167,500.000000,50.000000
168,480.000000,50.000000
169,460.000000,50.000000
170,480.000000,48.000000
171,460.000000,50.000000
172,480.000000,48.000000
173,440.000000,48.000000
174,480.000000,46.000000
175,480.000000,48.000000
176,500.000000,46.000000
177,520.000000,48.000000
178,520.000000,48.000000
179,500.000000,46.000000
180,540.000000,46.000000
181,520.000000,48.000000
182,520.000000,46.000000
183,500.000000,46.000000
184,520.000000,48.000000
185,540.000000,46.000000
186,520.000000,46.000000
187,500.000000,48.000000
188,520.000000,44.000000
189,520.000000,46.000000
190,500.000000,46.000000
191,500.000000,44.000000
192,500.000000,44.000000
193,500.000000,46.000000
194,460.000000,44.000000
195,460.000000,42.000000
196,460.000000,44.000000
197,480.000000,42.000000
198,480.000000,42.000000
199,480.000000,42.000000
200,480.000000,42.000000
201,520.000000,42.000000
202,500.000000,42.000000
203,540.000000,42.000000
204,540.000000,40.000000
205,540.000000,42.000000
206,540.000000,46.000000
207,540.000000,40.000000
208,540.000000,40.000000
209,520.000000,38.000000
210,500.000000,40.000000
211,500.000000,40.000000
212,500.000000,38.000000
213,480.000000,38.000000
214,480.000000,40.000000
215,480.000000,40.000000
216,460.000000,38.000000
217,480.000000,38.000000
218,460.000000,40.000000
219,460.000000,38.000000
220,480.000000,36.000000
221,460.000000,38.000000
222,480.000000,38.000000
223,460.000000,38.000000
224,460.000000,36.000000
225,480.000000,36.000000
226,460.000000,36.000000
227,480.000000,38.000000
228,480.000000,30.000000
229,500.000000,30.000000
230,500.000000,32.000000
231,500.000000,34.000000
232,500.000000,36.000000
233,520.000000,34.000000
234,500.000000,34.000000
235,480.000000,36.000000
236,480.000000,34.000000
237,480.000000,32.000000
238,480.000000,32.000000
239,500.000000,34.000000
240,480.000000,32.000000
241,480.000000,30.000000
242,460.000000,32.000000
243,440.000000,30.000000
244,440.000000,30.000000
245,460.000000,32.000000
246,460.000000,30.000000
247,480.000000,32.000000
248,460.000000,30.000000
249,480.000000,62.000000
250,480.000000,32.000000
251,480.000000,30.000000
252,500.000000,26.000000
253,520.000000,30.000000
254,500.000000,32.000000
255,500.000000,28.000000
256,500.000000,30.000000
257,480.000000,30.000000
258,500.000000,28.000000
259,480.000000,28.000000
260,480.000000,28.000000
261,480.000000,26.000000
262,460.000000,26.000000
263,460.000000,28.000000
264,440.000000,30.000000
265,440.000000,28.000000
266,460.000000,26.000000
267,440.000000,26.000000
268,440.000000,26.000000
269,420.000000,28.000000
270,420.000000,26.000000
271,440.000000,26.000000
272,400.000000,28.000000
273,420.000000,18.000000
274,420.000000,22.000000
275,420.000000,24.000000
276,420.000000,22.000000
277,440.000000,22.000000
278,440.000000,22.000000
279,480.000000,24.000000
280,440.000000,22.000000
281,420.000000,22.000000
282,440.000000,22.000000
283,460.000000,20.000000
284,440.000000,22.000000
285,440.000000,20.000000
286,460.000000,20.000000
287,460.000000,20.000000
288,420.000000,18.000000
289,440.000000,18.000000
290,440.000000,20.000000
291,440.000000,20.000000
292,400.000000,34.000000
293,400.000000,20.000000
294,400.000000,18.000000
295,400.000000,16.000000
296,400.000000,20.000000
297,420.000000,18.000000
298,380.000000,14.000000
299,420.000000,18.000000
300,420.000000,16.000000
301,380.000000,14.000000
302,420.000000,14.000000
303,420.000000,16.000000
304,440.000000,16.000000
305,440.000000,14.000000
306,420.000000,14.000000
307,460.000000,14.000000
308,440.000000,14.000000
309,440.000000,14.000000
310,440.000000,12.000000
311,420.000000,12.000000
312,400.000000,14.000000
313,380.000000,14.000000
314,400.000000,10.000000
315,400.000000,8.000000
316,380.000000,16.000000
317,360.000000,14.000000
318,380.000000,12.000000
319,360.000000,10.000000
320,360.000000,10.000000
321,380.000000,10.000000
322,380.000000,10.000000
323,380.000000,8.000000
324,380.000000,8.000000
325,380.000000,10.000000
326,360.000000,8.000000
327,360.000000,8.000000
328,380.000000,8.000000
329,380.000000,8.000000
330,400.000000,8.000000
331,400.000000,8.000000
332,380.000000,8.000000
333,380.000000,6.000000
334,400.000000,6.000000
335,380.000000,-20.000000
336,360.000000,6.000000
337,360.000000,8.000000
338,360.000000,4.000000
339,360.000000,6.000000
340,340.000000,6.000000
341,360.000000,4.000000
342,340.000000,4.000000
343,320.000000,4.000000
344,320.000000,4.000000
345,320.000000,4.000000
346,340.000000,4.000000
347,320.000000,2.000000
348,320.000000,2.000000
349,340.000000,0.000000
350,320.000000,2.000000
351,340.000000,2.000000
352,360.000000,2.000000
353,340.000000,2.000000
354,340.000000,2.000000
355,360.000000,0.000000
356,380.000000,0.000000
357,360.000000,-2.000000
358,340.000000,-10.000000
359,340.000000,4.000000
360,340.000000,-2.000000
361,320.000000,-2.000000
362,320.000000,-2.000000
363,300.000000,-4.000000
364,300.000000,-2.000000
365,300.000000,-4.000000
366,280.000000,-4.000000
367,260.000000,-2.000000
368,280.000000,-4.000000
369,260.000000,-4.000000
370,260.000000,-6.000000
371,260.000000,-4.000000
372,280.000000,-6.000000
373,260.000000,-6.000000
374,280.000000,-6.000000
375,280.000000,-6.000000
376,260.000000,-8.000000
