Channel              :,CH1,CH2
Frequency            :,  ?,  ?
Period               :,  ?,  ?
PK-PK                :,440.0mV,70.80mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,0.250000mV,0.025000mV
Time interval        :,4000.00000uS,4000.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,-112.000000,0.800000
2,-112.000000,0.800000
3,-112.000000,-1.200000
4,-124.000000,1.600000
5,-112.000000,0.000000
6,-132.000000,2.400000
7,-120.000000,0.400000
8,-120.000000,2.000000
9,-96.000000,1.600000
10,-132.000000,0.400000
11,-136.000000,2.000000
12,-124.000000,1.600000
13,-132.000000,1.600000
14,-128.000000,2.000000
15,-124.000000,1.200000
16,-132.000000,1.600000
17,-108.000000,-5.200000
18,-128.000000,1.200000
19,-112.000000,1.600000
20,-112.000000,1.200000
21,-124.000000,2.800000
22,-92.000000,0.800000
23,-140.000000,0.800000
24,-104.000000,2.800000
25,-104.000000,1.200000
26,-132.000000,0.400000
27,-120.000000,2.000000
28,-104.000000,0.400000
29,-112.000000,0.800000
30,-92.000000,1.200000
31,-132.000000,-1.200000
32,-100.000000,1.600000
33,-120.000000,1.200000
34,-124.000000,2.800000
35,-104.000000,1.200000
36,-120.000000,1.200000
37,-108.000000,2.400000
38,-104.000000,1.600000
39,-92.000000,2.400000
40,-88.000000,2.400000
41,-112.000000,2.000000
42,-68.000000,1.600000
43,-116.000000,1.600000
44,-92.000000,2.000000
45,-108.000000,2.400000
46,-100.000000,2.000000
47,-88.000000,-3.200000
48,-100.000000,2.400000
49,-92.000000,2.400000
50,-96.000000,1.200000
51,-108.000000,0.400000
52,-96.000000,1.600000
53,-80.000000,1.600000
54,-84.000000,-2.400000
55,-92.000000,2.400000
56,-104.000000,1.200000
57,-84.000000,1.600000
58,-84.000000,1.600000
59,-80.000000,1.600000
60,-72.000000,1.200000
61,-116.000000,-15.600000
62,-80.000000,1.600000
63,-92.000000,1.600000
64,-88.000000,2.000000
65,-80.000000,1.200000
66,-88.000000,2.000000
67,-76.000000,1.600000
68,-76.000000,1.600000
69,-76.000000,1.600000
70,-80.000000,4.800000
71,-68.000000,1.600000
72,-64.000000,1.200000
73,-68.000000,2.400000
74,-48.000000,2.400000
75,-72.000000,2.400000
76,-64.000000,2.000000
77,-52.000000,-1.600000
78,-68.000000,2.800000
79,-68.000000,1.600000
80,-76.000000,1.600000
81,-80.000000,2.000000
82,-60.000000,1.600000
83,-52.000000,2.400000
84,-68.000000,0.400000
85,-64.000000,0.800000
86,-72.000000,3.200000
87,-64.000000,2.000000
88,-56.000000,2.400000
89,-32.000000,1.200000
90,-40.000000,2.400000
91,-64.000000,0.000000
92,-36.000000,2.000000
93,-52.000000,2.000000
94,-32.000000,2.000000
95,-52.000000,1.600000
96,-44.000000,1.600000
97,-16.000000,1.200000
98,-36.000000,12.000000
99,-40.000000,2.000000
100,-44.000000,2.400000
101,-64.000000,1.200000
102,-44.000000,2.800000
103,-36.000000,0.800000
104,-32.000000,1.600000
105,-24.000000,-2.400000
106,-60.000000,2.400000
107,20.000000,3.200000
108,-36.000000,2.400000
109,-24.000000,2.000000
110,-24.000000,1.600000
111,-44.000000,0.800000
112,-28.000000,-2.000000
113,-24.000000,0.400000
114,-32.000000,2.000000
115,-28.000000,2.000000
116,-20.000000,2.800000
117,-28.000000,1.600000
118,-36.000000,1.600000
119,8.000000,4.800000
120,-16.000000,1.600000
121,-32.000000,2.400000
122,-8.000000,1.600000
123,-12.000000,2.400000
124,-4.000000,1.200000
125,-12.000000,1.600000
126,-28.000000,2.800000
127,8.000000,2.000000
128,8.000000,2.400000
129,16.000000,2.400000
130,-8.000000,2.400000
131,-16.000000,1.600000
132,20.000000,2.000000
133,-8.000000,6.400000
134,4.000000,1.200000
135,16.000000,2.800000
136,-16.000000,1.200000
137,28.000000,1.200000
138,-12.000000,0.800000
139,4.000000,0.000000
140,20.000000,-3.200000
141,-8.000000,1.600000
142,32.000000,2.400000
143,24.000000,1.600000
144,20.000000,1.600000
145,4.000000,1.600000
146,8.000000,1.200000
147,16.000000,-10.400000
148,8.000000,0.800000
149,24.000000,-0.800000
150,44.000000,1.600000
151,12.000000,2.000000
152,60.000000,2.000000
153,4.000000,2.000000
154,48.000000,6.800000
155,32.000000,2.800000
156,40.000000,-1.600000
157,36.000000,1.200000
158,16.000000,2.000000
159,60.000000,2.000000
160,40.000000,2.000000
161,16.000000,2.000000
162,44.000000,2.000000
163,40.000000,0.800000
164,80.000000,2.000000
165,72.000000,1.600000
166,32.000000,2.000000
167,84.000000,3.200000
168,60.000000,1.600000
169,76.000000,2.000000
170,68.000000,-1.600000
171,16.000000,2.000000
172,56.000000,2.000000
173,68.000000,1.200000
174,64.000000,1.600000
175,72.000000,1.200000
176,60.000000,0.800000
177,64.000000,3.200000
178,60.000000,1.600000
179,72.000000,2.400000
180,80.000000,1.200000
181,52.000000,1.600000
182,84.000000,1.600000
183,92.000000,2.400000
184,76.000000,1.200000
185,68.000000,2.400000
186,64.000000,4.800000
187,56.000000,1.600000
188,80.000000,2.800000
189,80.000000,1.600000
190,104.000000,2.000000
191,72.000000,1.200000
192,92.000000,2.400000
193,68.000000,4.800000
194,104.000000,1.600000
195,80.000000,1.200000
196,68.000000,1.200000
197,92.000000,0.800000
198,80.000000,1.200000
199,104.000000,0.800000
200,100.000000,1.200000
201,96.000000,1.600000
202,136.000000,3.600000
203,92.000000,2.400000
204,104.000000,2.400000
205,100.000000,1.200000
206,92.000000,1.200000
207,116.000000,0.400000
208,76.000000,0.400000
209,136.000000,6.800000
210,88.000000,0.000000
211,80.000000,0.800000
212,124.000000,1.200000
213,104.000000,0.800000
214,136.000000,1.200000
215,100.000000,1.600000
216,112.000000,1.600000
217,128.000000,1.600000
218,88.000000,4.000000
219,128.000000,0.800000
220,96.000000,2.400000
221,96.000000,2.000000
222,136.000000,1.600000
223,96.000000,1.200000
224,132.000000,1.200000
225,112.000000,0.400000
226,96.000000,0.400000
227,140.000000,0.000000
228,124.000000,0.800000
229,132.000000,0.000000
230,112.000000,1.200000
231,108.000000,1.200000
232,156.000000,1.200000
233,116.000000,1.200000
234,148.000000,-4.800000
235,148.000000,0.400000
236,104.000000,1.600000
237,160.000000,0.800000
238,128.000000,0.800000
239,132.000000,1.200000
240,132.000000,1.200000
241,128.000000,-6.000000
242,160.000000,2.000000
243,124.000000,2.400000
244,164.000000,0.000000
245,136.000000,0.800000
246,136.000000,0.800000
247,156.000000,1.200000
248,156.000000,0.400000
249,152.000000,0.400000
250,144.000000,4.000000
251,132.000000,1.200000
252,152.000000,0.000000
253,132.000000,0.400000
254,160.000000,1.600000
255,152.000000,0.400000
256,132.000000,1.200000
257,184.000000,1.600000
258,136.000000,1.200000
259,192.000000,2.800000
260,148.000000,0.800000
261,144.000000,0.800000
262,152.000000,0.400000
263,156.000000,0.800000
264,148.000000,1.200000
265,180.000000,0.400000
266,140.000000,2.800000
267,156.000000,0.800000
268,136.000000,-1.200000
269,172.000000,0.400000
270,128.000000,-0.800000
271,132.000000,0.800000
272,180.000000,0.800000
273,136.000000,0.000000
274,156.000000,0.800000
275,144.000000,-0.800000
276,156.000000,0.800000
277,188.000000,2.400000
278,156.000000,-0.400000
279,204.000000,0.000000
280,172.000000,0.400000
281,168.000000,0.400000
282,180.000000,3.200000
283,148.000000,1.200000
284,184.000000,1.200000
285,184.000000,0.000000
286,164.000000,1.200000
287,196.000000,0.000000
288,156.000000,0.000000
289,172.000000,0.800000
290,156.000000,0.400000
291,148.000000,2.800000
292,136.000000,0.400000
293,132.000000,0.800000
294,180.000000,-0.400000
295,144.000000,0.800000
296,152.000000,0.400000
297,184.000000,-0.400000
298,152.000000,-5.600000
299,208.000000,0.000000
300,180.000000,1.200000
301,160.000000,0.800000
302,204.000000,-1.200000
303,168.000000,0.400000
304,196.000000,-0.400000
305,164.000000,0.800000
306,172.000000,0.800000
307,184.000000,2.800000
308,168.000000,1.200000
309,204.000000,1.600000
310,184.000000,-0.400000
311,168.000000,0.400000
312,208.000000,0.000000
313,172.000000,-0.400000
314,188.000000,-5.200000
315,164.000000,0.400000
316,132.000000,1.200000
317,176.000000,0.000000
318,140.000000,-1.200000
319,168.000000,0.800000
320,164.000000,0.000000
321,168.000000,0.400000
322,204.000000,0.400000
323,196.000000,-0.800000
324,188.000000,-0.400000
325,204.000000,1.600000
326,176.000000,-0.400000
327,208.000000,0.000000
328,148.000000,-0.800000
329,196.000000,-1.200000
330,200.000000,1.600000
331,200.000000,0.400000
332,188.000000,-2.400000
333,176.000000,0.000000
334,200.000000,-0.400000
335,196.000000,0.400000
336,200.000000,0.800000
337,224.000000,-0.400000
338,180.000000,0.000000
339,164.000000,-0.400000
340,160.000000,-0.400000
341,144.000000,0.400000
342,152.000000,0.400000
343,152.000000,0.800000
344,212.000000,0.400000
345,176.000000,-0.800000
346,152.000000,-2.000000
347,188.000000,-1.200000
348,180.000000,-0.800000
349,212.000000,-0.800000
350,184.000000,-0.800000
351,168.000000,-0.400000
352,200.000000,0.000000
353,184.000000,-0.400000
354,228.000000,-0.400000
355,196.000000,-3.600000
356,200.000000,-0.400000
357,200.000000,0.400000
358,192.000000,-0.400000
359,192.000000,0.000000
360,172.000000,-0.800000
361,136.000000,0.400000
362,184.000000,-2.400000
