Channel              :,CH1,CH2
Frequency            :,  ?,  ?
Period               :,  ?,  ?
PK-PK                :,548.0mV,80.00mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,0.250000mV,0.025000mV
Time interval        :,2000.00000uS,2000.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,-20.000000,-10.800000
2,-20.000000,-10.800000
3,-16.000000,-6.000000
4,-28.000000,-11.200000
5,-20.000000,-11.200000
6,-12.000000,-12.000000
7,-48.000000,-10.800000
8,-48.000000,-9.600000
9,-32.000000,-11.200000
10,-28.000000,-18.799999
11,-24.000000,-10.800000
12,-32.000000,-12.000000
13,-48.000000,-8.400000
14,-44.000000,-9.200000
15,-28.000000,-11.600000
16,-28.000000,-11.600000
17,-40.000000,-10.000000
18,-56.000000,-10.000000
19,-64.000000,-10.800000
20,-44.000000,-14.800000
21,-40.000000,-11.200000
22,-48.000000,-10.400000
23,-52.000000,-12.000000
24,-56.000000,-12.000000
25,-36.000000,-10.800000
26,-44.000000,-9.600000
27,-48.000000,-10.400000
28,-68.000000,-10.000000
29,-76.000000,-11.200000
30,-64.000000,-12.000000
31,-40.000000,-10.800000
32,-60.000000,-10.800000
33,-72.000000,-11.200000
34,-68.000000,-10.400000
35,-56.000000,-10.400000
36,-52.000000,-10.000000
37,-64.000000,-9.600000
38,-72.000000,-9.200000
39,-68.000000,-9.600000
40,-60.000000,-8.800000
41,-68.000000,-10.400000
42,-60.000000,-10.800000
43,-84.000000,-13.600000
44,-76.000000,-8.000000
45,-68.000000,-8.400000
46,-68.000000,-8.800000
47,-80.000000,-9.600000
48,-100.000000,-9.200000
49,-104.000000,-10.000000
50,-88.000000,-8.800000
51,-72.000000,-10.400000
52,-88.000000,-9.200000
53,-96.000000,-14.000000
54,-88.000000,-8.400000
55,-76.000000,-8.400000
56,-76.000000,-8.400000
57,-92.000000,-10.400000
58,-112.000000,-8.400000
59,-92.000000,-8.800000
60,-92.000000,-8.000000
61,-84.000000,-8.400000
62,-92.000000,-8.800000
63,-104.000000,-5.200000
64,-100.000000,-8.800000
65,-84.000000,-9.200000
66,-72.000000,-18.799999
67,-92.000000,-8.400000
68,-116.000000,-8.400000
69,-108.000000,-8.800000
70,-104.000000,-7.200000
71,-96.000000,-7.600000
72,-112.000000,-8.000000
73,-116.000000,-6.400000
74,-96.000000,-8.000000
75,-92.000000,-7.600000
76,-100.000000,-2.800000
77,-112.000000,-7.600000
78,-136.000000,-7.200000
79,-128.000000,-8.400000
80,-124.000000,-6.800000
81,-104.000000,-6.400000
82,-120.000000,-8.000000
83,-124.000000,-1.200000
84,-124.000000,-8.000000
85,-120.000000,-7.200000
86,-96.000000,-5.200000
87,-128.000000,-7.200000
88,-128.000000,-6.800000
89,-128.000000,-7.200000
90,-120.000000,-6.400000
91,-108.000000,-7.200000
92,-124.000000,-6.400000
93,-128.000000,-6.400000
94,-132.000000,-7.200000
95,-108.000000,-6.800000
96,-112.000000,-1.200000
97,-140.000000,-6.000000
98,-140.000000,-6.400000
99,-128.000000,-6.000000
100,-132.000000,-6.800000
101,-108.000000,-5.200000
102,-120.000000,-5.600000
103,-144.000000,-8.800000
104,-144.000000,-6.000000
105,-124.000000,-5.200000
106,-124.000000,-4.800000
107,-140.000000,-4.000000
108,-144.000000,-6.000000
109,-140.000000,-5.200000
110,-124.000000,-5.200000
111,-112.000000,-4.000000
112,-132.000000,-5.600000
113,-132.000000,-4.000000
114,-136.000000,-6.000000
115,-124.000000,-4.800000
116,-120.000000,-4.000000
117,-144.000000,-3.600000
118,-152.000000,-4.400000
119,-144.000000,-3.600000
120,-136.000000,-4.000000
121,-124.000000,-4.400000
122,-132.000000,-3.600000
123,-144.000000,-4.000000
124,-140.000000,-4.000000
125,-128.000000,-4.000000
126,-116.000000,-9.200000
127,-136.000000,-2.400000
128,-152.000000,-3.200000
129,-136.000000,-3.200000
130,-140.000000,-3.600000
131,-124.000000,-3.600000
132,-136.000000,-2.800000
133,-140.000000,-4.000000
134,-144.000000,-3.200000
135,-112.000000,-3.200000
136,-120.000000,-8.400000
137,-128.000000,-1.600000
138,-144.000000,-1.600000
139,-140.000000,-2.000000
140,-136.000000,-2.800000
141,-128.000000,-2.400000
142,-124.000000,-2.800000
143,-140.000000,-1.600000
144,-124.000000,-2.800000
145,-116.000000,-2.400000
146,-120.000000,-5.200000
147,-124.000000,-0.400000
148,-148.000000,-1.600000
149,-144.000000,-1.200000
150,-132.000000,-2.000000
151,-120.000000,0.000000
152,-120.000000,-1.200000
153,-152.000000,-2.000000
154,-140.000000,-1.600000
155,-108.000000,-1.600000
156,-116.000000,-2.000000
157,-136.000000,-1.200000
158,-152.000000,0.400000
159,-152.000000,0.800000
160,-116.000000,-0.400000
161,-120.000000,0.800000
162,-116.000000,-0.400000
163,-148.000000,0.400000
164,-136.000000,-1.200000
165,-128.000000,0.400000
166,-116.000000,-0.400000
167,-116.000000,0.800000
168,-140.000000,0.400000
169,-144.000000,0.000000
170,-132.000000,0.000000
171,-124.000000,1.200000
172,-120.000000,2.000000
173,-136.000000,-0.800000
174,-112.000000,0.000000
175,-116.000000,1.200000
176,-96.000000,0.800000
177,-128.000000,2.000000
178,-132.000000,1.600000
179,-116.000000,1.200000
180,-112.000000,1.200000
181,-100.000000,1.200000
182,-104.000000,2.000000
183,-128.000000,2.000000
184,-108.000000,0.800000
185,-104.000000,1.600000
186,-96.000000,6.400000
187,-120.000000,2.000000
188,-112.000000,1.600000
189,-124.000000,2.800000
190,-112.000000,3.200000
191,-104.000000,4.000000
192,-108.000000,2.400000
193,-116.000000,8.400000
194,-116.000000,3.600000
195,-100.000000,2.400000
196,-92.000000,4.800000
197,-104.000000,3.200000
198,-112.000000,2.800000
199,-112.000000,3.200000
200,-104.000000,4.400000
201,-80.000000,3.200000
202,-84.000000,3.600000
203,-104.000000,7.200000
204,-108.000000,4.000000
205,-96.000000,4.800000
206,-84.000000,-16.400000
207,-96.000000,4.000000
208,-104.000000,3.600000
209,-108.000000,4.000000
210,-104.000000,6.000000
211,-84.000000,4.800000
212,-92.000000,4.800000
213,-104.000000,7.200000
214,-80.000000,4.400000
215,-64.000000,5.200000
216,-72.000000,4.000000
217,-104.000000,4.000000
218,-96.000000,4.000000
219,-100.000000,4.400000
220,-80.000000,6.000000
221,-72.000000,4.800000
222,-80.000000,5.200000
223,-96.000000,4.000000
224,-92.000000,6.000000
225,-48.000000,4.400000
226,-52.000000,5.600000
227,-64.000000,4.000000
228,-76.000000,6.400000
229,-80.000000,5.600000
230,-60.000000,7.200000
231,-52.000000,4.800000
232,-56.000000,5.600000
233,-72.000000,16.400000
234,-64.000000,6.800000
235,-48.000000,6.000000
236,-56.000000,7.200000
237,-60.000000,6.800000
238,-80.000000,7.600000
239,-56.000000,6.800000
240,-56.000000,6.400000
241,-48.000000,7.200000
242,-52.000000,7.600000
243,-56.000000,3.200000
244,-48.000000,7.200000
245,-36.000000,7.600000
246,-36.000000,7.600000
247,-44.000000,6.800000
248,-56.000000,7.600000
249,-48.000000,7.600000
250,-32.000000,8.800000
251,-40.000000,7.200000
252,-44.000000,7.600000
253,-48.000000,9.200000
254,-44.000000,8.000000
255,-24.000000,8.000000
256,-24.000000,8.800000
257,-40.000000,8.000000
258,-44.000000,8.800000
259,-32.000000,7.600000
260,-20.000000,7.600000
261,-12.000000,7.600000
262,-20.000000,8.800000
263,-36.000000,5.200000
264,-28.000000,8.000000
265,-16.000000,7.600000
266,0.000000,8.800000
267,-20.000000,10.000000
268,-32.000000,9.200000
269,-12.000000,8.800000
270,-4.000000,2.800000
271,-8.000000,7.600000
272,-16.000000,8.800000
273,-24.000000,16.000000
274,-4.000000,8.400000
275,0.000000,8.400000
276,20.000000,9.600000
277,-4.000000,10.000000
278,-24.000000,9.200000
279,8.000000,9.600000
280,8.000000,6.800000
281,12.000000,9.200000
282,28.000000,10.000000
283,4.000000,6.800000
284,24.000000,10.000000
285,44.000000,8.800000
286,28.000000,9.600000
287,8.000000,10.800000
288,12.000000,9.200000
289,8.000000,9.600000
290,32.000000,8.800000
291,40.000000,10.800000
292,24.000000,10.400000
293,16.000000,10.400000
294,32.000000,9.200000
295,44.000000,10.000000
296,44.000000,10.000000
297,32.000000,10.800000
298,24.000000,10.400000
299,32.000000,10.000000
300,56.000000,16.000000
301,56.000000,11.600000
302,60.000000,11.600000
303,32.000000,11.200000
304,52.000000,9.600000
305,64.000000,11.200000
306,76.000000,11.200000
307,56.000000,10.000000
308,40.000000,9.600000
309,64.000000,11.200000
310,68.000000,6.400000
311,76.000000,10.800000
312,64.000000,10.800000
313,60.000000,10.400000
314,72.000000,11.600000
315,80.000000,12.000000
316,80.000000,11.600000
317,72.000000,12.400000
318,68.000000,11.200000
319,80.000000,10.400000
320,84.000000,12.800000
321,104.000000,10.400000
322,96.000000,10.000000
323,84.000000,10.800000
324,80.000000,11.600000
325,96.000000,11.200000
326,96.000000,11.600000
327,92.000000,9.200000
328,84.000000,11.200000
329,92.000000,11.600000
330,112.000000,9.600000
331,116.000000,12.000000
332,116.000000,9.600000
333,104.000000,11.600000
334,104.000000,11.600000
335,124.000000,12.400000
336,104.000000,12.000000
337,116.000000,5.600000
338,88.000000,11.200000
339,116.000000,11.200000
340,120.000000,28.799999
341,124.000000,11.600000
