Channel              :,CH1,CH2
Frequency            :,  ?,  ?
Period               :,  ?,  ?
PK-PK                :,1.540V,244.0mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.125000mV
Time interval        :,200.00000uS,200.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,220.000000,8.000000
2,220.000000,8.000000
3,200.000000,0.000000
4,200.000000,-2.000000
5,180.000000,-2.000000
6,160.000000,2.000000
7,180.000000,-4.000000
8,160.000000,-6.000000
9,180.000000,-4.000000
10,160.000000,-4.000000
11,180.000000,-6.000000
12,160.000000,-4.000000
13,160.000000,-6.000000
14,160.000000,-8.000000
15,160.000000,-8.000000
16,140.000000,-10.000000
17,120.000000,-10.000000
18,120.000000,-8.000000
19,120.000000,-8.000000
20,100.000000,-10.000000
21,140.000000,-8.000000
22,140.000000,-10.000000
23,120.000000,-26.000000
24,120.000000,-10.000000
25,140.000000,-12.000000
26,120.000000,-10.000000
27,120.000000,-10.000000
28,100.000000,-14.000000
29,120.000000,-16.000000
30,100.000000,-16.000000
31,100.000000,-14.000000
32,120.000000,-16.000000
33,100.000000,-16.000000
34,80.000000,-16.000000
35,140.000000,-16.000000
36,120.000000,-18.000000
37,100.000000,-16.000000
38,100.000000,-18.000000
39,100.000000,-16.000000
40,100.000000,-18.000000
41,100.000000,-18.000000
42,120.000000,-18.000000
43,80.000000,-18.000000
44,80.000000,-38.000000
45,80.000000,-20.000000
46,80.000000,-22.000000
47,80.000000,-20.000000
48,100.000000,-22.000000
49,80.000000,-24.000000
50,80.000000,-24.000000
51,80.000000,-26.000000
52,40.000000,-22.000000
53,60.000000,-26.000000
54,60.000000,-26.000000
55,80.000000,-26.000000
56,60.000000,-26.000000
57,60.000000,-26.000000
58,20.000000,-26.000000
59,20.000000,-28.000000
60,40.000000,-28.000000
61,20.000000,-28.000000
62,0.000000,-30.000000
63,-20.000000,-28.000000
64,-20.000000,-28.000000
65,0.000000,-56.000000
66,-20.000000,-30.000000
67,-20.000000,-32.000000
68,-40.000000,-32.000000
69,-40.000000,-28.000000
70,-80.000000,-32.000000
71,-60.000000,-36.000000
72,-40.000000,-36.000000
73,-80.000000,-34.000000
74,-60.000000,-34.000000
75,-40.000000,-36.000000
76,-60.000000,-36.000000
77,-60.000000,-36.000000
78,-40.000000,-34.000000
79,-40.000000,-34.000000
80,-40.000000,-36.000000
81,-60.000000,-38.000000
82,-40.000000,-38.000000
83,-60.000000,-38.000000
84,-60.000000,-38.000000
85,-60.000000,-40.000000
86,-20.000000,-56.000000
87,-60.000000,-40.000000
88,-60.000000,-36.000000
89,-60.000000,-42.000000
90,-80.000000,-42.000000
91,-60.000000,-40.000000
92,-40.000000,-40.000000
93,-60.000000,-44.000000
94,-80.000000,-42.000000
95,-100.000000,-42.000000
96,-80.000000,-44.000000
97,-120.000000,-44.000000
98,-100.000000,-44.000000
99,-100.000000,-46.000000
100,-80.000000,-44.000000
101,-100.000000,-46.000000
102,-100.000000,-46.000000
103,-120.000000,-46.000000
104,-140.000000,-46.000000
105,-140.000000,-46.000000
106,-140.000000,-48.000000
107,-140.000000,-36.000000
108,-160.000000,-46.000000
109,-160.000000,-54.000000
110,-160.000000,-48.000000
111,-180.000000,-46.000000
112,-160.000000,-50.000000
113,-180.000000,-50.000000
114,-200.000000,-50.000000
115,-180.000000,-52.000000
116,-220.000000,-52.000000
117,-240.000000,-52.000000
118,-200.000000,-52.000000
119,-220.000000,-54.000000
120,-240.000000,-52.000000
121,-240.000000,-52.000000
122,-240.000000,-54.000000
123,-220.000000,-52.000000
124,-240.000000,-56.000000
125,-240.000000,-56.000000
126,-240.000000,-54.000000
127,-240.000000,-58.000000
128,-240.000000,-50.000000
129,-260.000000,-56.000000
130,-240.000000,-62.000000
131,-260.000000,-58.000000
132,-260.000000,-58.000000
133,-260.000000,-60.000000
134,-260.000000,-58.000000
135,-240.000000,-58.000000
136,-260.000000,-58.000000
137,-220.000000,-60.000000
138,-240.000000,-62.000000
139,-240.000000,-60.000000
140,-260.000000,-60.000000
141,-240.000000,-62.000000
142,-260.000000,-62.000000
143,-260.000000,-62.000000
144,-260.000000,-64.000000
145,-260.000000,-62.000000
146,-280.000000,-64.000000
147,-260.000000,-64.000000
148,-280.000000,-64.000000
149,-280.000000,-60.000000
150,-280.000000,-64.000000
151,-300.000000,-70.000000
152,-300.000000,-66.000000
153,-300.000000,-62.000000
154,-300.000000,-66.000000
155,-300.000000,-66.000000
156,-300.000000,-66.000000
157,-300.000000,-68.000000
158,-300.000000,-68.000000
159,-300.000000,-68.000000
160,-320.000000,-68.000000
161,-320.000000,-70.000000
162,-360.000000,-70.000000
163,-340.000000,-68.000000
164,-360.000000,-70.000000
165,-380.000000,-72.000000
166,-360.000000,-70.000000
167,-380.000000,-72.000000
168,-380.000000,-70.000000
169,-380.000000,-70.000000
170,-400.000000,-70.000000
171,-400.000000,-72.000000
172,-400.000000,-78.000000
173,-400.000000,-74.000000
174,-420.000000,-76.000000
175,-420.000000,-72.000000
176,-420.000000,-74.000000
177,-420.000000,-74.000000
178,-380.000000,-74.000000
179,-420.000000,-76.000000
180,-400.000000,-76.000000
181,-420.000000,-78.000000
182,-420.000000,-76.000000
183,-380.000000,-76.000000
184,-380.000000,-76.000000
185,-420.000000,-78.000000
186,-400.000000,-78.000000
187,-380.000000,-78.000000
188,-360.000000,-80.000000
189,-380.000000,-78.000000
190,-380.000000,-78.000000
191,-380.000000,-80.000000
192,-380.000000,-80.000000
193,-420.000000,-86.000000
194,-400.000000,-80.000000
195,-420.000000,-80.000000
196,-420.000000,-80.000000
197,-420.000000,-80.000000
198,-420.000000,-84.000000
199,-440.000000,-82.000000
200,-460.000000,-82.000000
201,-440.000000,-84.000000
202,-460.000000,-84.000000
203,-480.000000,-82.000000
204,-480.000000,-82.000000
205,-480.000000,-82.000000
206,-500.000000,-84.000000
207,-480.000000,-86.000000
208,-520.000000,-86.000000
209,-500.000000,-86.000000
210,-500.000000,-86.000000
211,-520.000000,-86.000000
212,-520.000000,-94.000000
213,-520.000000,-86.000000
214,-520.000000,-76.000000
215,-560.000000,-88.000000
216,-540.000000,-92.000000
217,-560.000000,-88.000000
218,-580.000000,-88.000000
219,-560.000000,-92.000000
220,-560.000000,-88.000000
221,-580.000000,-90.000000
222,-580.000000,-90.000000
223,-560.000000,-88.000000
224,-580.000000,-92.000000
225,-580.000000,-90.000000
226,-580.000000,-92.000000
227,-580.000000,-90.000000
228,-580.000000,-92.000000
229,-600.000000,-92.000000
230,-580.000000,-92.000000
231,-600.000000,-92.000000
232,-580.000000,-92.000000
233,-620.000000,-90.000000
234,-600.000000,-92.000000
235,-580.000000,-84.000000
236,-580.000000,-94.000000
237,-560.000000,-100.000000
238,-600.000000,-92.000000
239,-580.000000,-94.000000
240,-580.000000,-94.000000
241,-580.000000,-94.000000
242,-580.000000,-98.000000
243,-560.000000,-94.000000
244,-560.000000,-96.000000
245,-580.000000,-96.000000
246,-580.000000,-98.000000
247,-600.000000,-96.000000
248,-580.000000,-98.000000
249,-580.000000,-98.000000
250,-600.000000,-96.000000
251,-580.000000,-96.000000
252,-600.000000,-94.000000
253,-600.000000,-98.000000
254,-620.000000,-94.000000
255,-640.000000,-98.000000
256,-620.000000,-84.000000
257,-640.000000,-98.000000
258,-660.000000,-104.000000
259,-600.000000,-98.000000
260,-620.000000,-98.000000
261,-640.000000,-100.000000
262,-640.000000,-98.000000
263,-660.000000,-98.000000
264,-680.000000,-98.000000
265,-680.000000,-98.000000
266,-680.000000,-100.000000
267,-700.000000,-98.000000
268,-680.000000,-100.000000
269,-700.000000,-100.000000
270,-700.000000,-100.000000
271,-700.000000,-100.000000
272,-680.000000,-100.000000
273,-680.000000,-100.000000
274,-700.000000,-102.000000
275,-720.000000,-98.000000
276,-720.000000,-100.000000
277,-680.000000,-96.000000
278,-700.000000,-104.000000
279,-700.000000,-106.000000
280,-680.000000,-102.000000
281,-680.000000,-102.000000
282,-680.000000,-102.000000
283,-700.000000,-102.000000
284,-680.000000,-104.000000
285,-660.000000,-102.000000
286,-700.000000,-102.000000
287,-660.000000,-104.000000
288,-680.000000,-102.000000
289,-660.000000,-102.000000
290,-680.000000,-102.000000
291,-660.000000,-102.000000
292,-680.000000,-104.000000
293,-680.000000,-104.000000
294,-680.000000,-102.000000
295,-700.000000,-102.000000
296,-680.000000,-102.000000
297,-700.000000,-102.000000
298,-700.000000,-104.000000
299,-700.000000,-102.000000
300,-700.000000,-100.000000
301,-720.000000,-104.000000
302,-740.000000,-102.000000
303,-740.000000,-102.000000
304,-720.000000,-104.000000
305,-760.000000,-104.000000
306,-780.000000,-104.000000
307,-780.000000,-104.000000
308,-780.000000,-106.000000
309,-740.000000,-104.000000
310,-740.000000,-102.000000
311,-780.000000,-106.000000
312,-800.000000,-106.000000
313,-760.000000,-106.000000
314,-800.000000,-106.000000
315,-800.000000,-104.000000
316,-780.000000,-104.000000
317,-780.000000,-102.000000
318,-800.000000,-104.000000
319,-800.000000,-104.000000
320,-820.000000,-104.000000
321,-820.000000,-104.000000
322,-800.000000,-104.000000
323,-800.000000,-104.000000
324,-800.000000,-104.000000
325,-800.000000,-106.000000
326,-820.000000,-106.000000
327,-780.000000,-104.000000
328,-800.000000,-104.000000
