Channel              :,CH1,CH2
Frequency            :,44.95Hz,44.95Hz
Period               :,22.25ms,22.25ms
PK-PK                :,2.160V,584.0mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.250000mV
Time interval        :,40.00000uS,40.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,580.000000,260.000000
2,580.000000,260.000000
3,620.000000,264.000000
4,640.000000,264.000000
5,660.000000,264.000000
6,660.000000,264.000000
7,680.000000,268.000000
8,660.000000,268.000000
9,680.000000,268.000000
10,660.000000,268.000000
11,700.000000,268.000000
12,700.000000,272.000000
13,720.000000,272.000000
14,740.000000,272.000000
15,720.000000,276.000000
16,740.000000,276.000000
17,740.000000,276.000000
18,740.000000,276.000000
19,760.000000,276.000000
20,780.000000,280.000000
21,780.000000,280.000000
22,800.000000,280.000000
23,780.000000,280.000000
24,820.000000,280.000000
25,800.000000,280.000000
26,840.000000,276.000000
27,840.000000,284.000000
28,820.000000,280.000000
29,860.000000,284.000000
30,840.000000,280.000000
31,860.000000,280.000000
32,840.000000,284.000000
33,860.000000,312.000000
34,880.000000,284.000000
35,860.000000,284.000000
36,860.000000,288.000000
37,880.000000,280.000000
38,920.000000,284.000000
39,880.000000,284.000000
40,860.000000,280.000000
41,880.000000,280.000000
42,900.000000,280.000000
43,880.000000,288.000000
44,920.000000,280.000000
45,920.000000,276.000000
46,920.000000,280.000000
47,920.000000,280.000000
48,920.000000,276.000000
49,920.000000,276.000000
50,940.000000,276.000000
51,920.000000,276.000000
52,920.000000,276.000000
53,940.000000,272.000000
54,960.000000,272.000000
55,940.000000,272.000000
56,940.000000,272.000000
57,960.000000,272.000000
58,940.000000,268.000000
59,960.000000,268.000000
60,940.000000,272.000000
61,940.000000,268.000000
62,940.000000,264.000000
63,980.000000,256.000000
64,940.000000,260.000000
65,940.000000,260.000000
66,980.000000,256.000000
67,940.000000,256.000000
68,940.000000,256.000000
69,940.000000,256.000000
70,960.000000,248.000000
71,960.000000,248.000000
72,960.000000,248.000000
73,980.000000,248.000000
74,980.000000,248.000000
75,980.000000,244.000000
76,960.000000,240.000000
77,960.000000,228.000000
78,960.000000,240.000000
79,960.000000,236.000000
80,940.000000,232.000000
81,940.000000,232.000000
82,960.000000,228.000000
83,960.000000,228.000000
84,940.000000,224.000000
85,940.000000,224.000000
86,940.000000,224.000000
87,940.000000,220.000000
88,940.000000,216.000000
89,920.000000,216.000000
90,920.000000,212.000000
91,920.000000,212.000000
92,940.000000,212.000000
93,920.000000,204.000000
94,900.000000,208.000000
95,920.000000,204.000000
96,880.000000,200.000000
97,880.000000,192.000000
98,920.000000,196.000000
99,880.000000,192.000000
100,880.000000,188.000000
101,880.000000,188.000000
102,880.000000,184.000000
103,880.000000,184.000000
104,860.000000,196.000000
105,860.000000,180.000000
106,860.000000,176.000000
107,860.000000,176.000000
108,840.000000,168.000000
109,840.000000,168.000000
110,820.000000,168.000000
111,820.000000,164.000000
112,820.000000,160.000000
113,820.000000,160.000000
114,820.000000,156.000000
115,780.000000,152.000000
116,800.000000,152.000000
117,780.000000,152.000000
118,780.000000,148.000000
119,780.000000,144.000000
120,740.000000,140.000000
121,780.000000,136.000000
122,760.000000,136.000000
123,740.000000,132.000000
124,740.000000,136.000000
125,720.000000,132.000000
126,720.000000,128.000000
127,720.000000,124.000000
128,700.000000,120.000000
129,700.000000,116.000000
130,680.000000,116.000000
131,680.000000,108.000000
132,700.000000,112.000000
133,660.000000,104.000000
134,660.000000,104.000000
135,640.000000,104.000000
136,660.000000,100.000000
137,640.000000,100.000000
138,640.000000,96.000000
139,620.000000,92.000000
140,640.000000,92.000000
141,600.000000,92.000000
142,600.000000,84.000000
143,620.000000,80.000000
144,580.000000,84.000000
145,580.000000,80.000000
146,560.000000,76.000000
147,540.000000,76.000000
148,540.000000,48.000000
149,520.000000,68.000000
150,520.000000,68.000000
151,500.000000,56.000000
152,500.000000,64.000000
153,500.000000,60.000000
154,460.000000,60.000000
155,480.000000,52.000000
156,460.000000,48.000000
